id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Triceps/LVCloseGripBenchPressH,Lever Close Grip Bench Press (plate loaded),Push,"
;Triceps Brachii;
","
;Deltoid, Anterior;
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
",,"
;Biceps Brachii;
",,"Preparation

Lie on bench with lever handles above sides of chest. Grasp handles with narrow overhand grip just above each side of chest.

Execution

Press lever up until arms are extended. Return weights down to starting position. Repeat.
"
DeltoidPosterior/LVLyingRearLateralRaise,Lever Lying Rear Lateral Raise,Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;No significant stabilizers ;
",,,"Preparation

Lie on machine with chest against padding. Position arms between padded lever arms with elbows below shoulders.

Execution

Pull arms up until elbows are beyond back. Lower and repeat.

Comments

Upper arm should travel in perpendicular path to torso. At lower portion of exercise, keep elbows pointed outward below shoulders. At upper portion of exercise, keep elbows pointed outward to sides of shoulders. Legs may be kept together, extending off end, or bent straddling bench as demonstrated.
"
LatissimusDorsi/LVIronCross,Lever Iron Cross,Pull,"
;Latissimus Dorsi;
","
;Teres Major;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
","
;No significant stabilizers ;
",,,"Preparation

Stand on platform and grasp handles to sides with palms down grip.

Execution

With arms straight, pull lever handles down below hips. Return lever handles upward just above shoulder high, or just before slight pressure in shoulder is felt. Repeat.
"
BackGeneral/CBStraightBackSeatedRow,Cable Straight Back Seated Row,Pull,"
;Back, General ;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
","
;Biceps Brachii;
;Triceps, Long Head;
","
;Rectus Abdominis;
;Obliques;
","Preparation

Sit slightly forward on bench with feet on foot bar or vertical platform. Grasp close grip cable attachment. Straighten torso   upright and slide hips back so knees are slightly bent.

Execution

Pull cable attachment to waist. Pull shoulders back and lift chest by arching back. Return until arms are extended, back is straight, and shoulders are stretched forward. Repeat.

Comments

Also see exercise performed on Dual Pulley and related exercise Cable Seated Row.
"
Biceps/CBCurl,Cable Curl,Pull,"
;Biceps Brachii;
","
;Brachialis;
;Brachioradialis;
","
;Deltoid, Anterior;
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Wrist Flexors;
",,,"Preparation

Grasp low pulley cable bar with shoulder width underhand grip. Stand close to pulley.

Execution

With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.

Comments

When elbows are fully flexed, they can travel forward slightly, allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions.
"
Triceps/LVInclineTricepsExtension,Lever Incline Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Pectoralis Major, Clavicular;
;Wrist Flexors;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;
",,,"Preparation

Sit on seat and lie back on back support. Push foot lever down with foot and grasp lever handles from behind. With lever handles behind head, place both feet on support or floor.

Execution

Push lever handles up over head until arms are fully extended. Return and repeat.
"
DeltoidAnterior/SLShoulderPress,Sled Shoulder Press,Push,"
;Deltoid, Anterior;
","
;Deltoid, Lateral;
;Supraspinatus;
;Pectoralis Major, Clavicular;
;Triceps Brachii;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
","
;Triceps, Long Head;
;Biceps Brachii;
",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press handles upward until arms are extended overhead. Lower and repeat.

Comments

Range of motion will be compromised if grip is too wide.
"
DeltoidPosterior/LVRearDeltRow,Lever Seated Rear Delt Row,Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Brachialis;
;Brachioradialis;
;Latissimus Dorsi;
","
;Deltoid, Lateral;
","
;Biceps Brachii;
",,"Preparation

Place seat at low position. Sit on seat with chest against pad and grasp upper handles.

Execution

Pull lever with elbows up out to sides until upper arms are just beyond parallel, keeping upper arm horizontal, perpendicular to torso. Return and repeat.

Comments

If upper arm travels closer than perpendicular to trunk, latissimus dorsi becomes involved. Elbows should be kept same height as shoulders. Also see exercise performed on alternative lever row machine. Much lighter resistance is required as compared to Lever Seated Row.
"
BackGeneral/LVInclineRow,Lever Incline Row (plate loaded),Pull,"
;Back, General ;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
",,"
;Biceps Brachii;
;Triceps, Long Head ;
",,"Preparation

Lie chest on inclined platform and grasp lever handles with overhand grip.

Execution

Pull lever up as high as possible. Return until arms are extended and shoulders are stretched downward. Repeat.

Comments

Near top arch upper back and pull shoulders back as shown. To maximize back involvement, position body on pad or grip so wrists follow elbows. Some Incline Row apparatuses allow feet to be placed on floor, particularly if foot platform cannot be adjusted to accommodate height.
"
LatissimusDorsi/WtUnderhandChinup,Weighted Chin-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Step up and grasp bar with underhand shoulder width grip.

Execution

Pull body up until elbows are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
TrapeziusUpper/LVBBShrug,Lever Barbell Shrug (plate loaded),Pull,"
;Trapezius, Upper;
","
;Trapezius, Middle;
;Levator Scapulae;
","
;Erector Spinae;
",,,"Preparation

Stand behind bar mid-thigh height. Stand grasping bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back and stand upright.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
Triceps/BBTriExt,Barbell Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
",,,"Preparation

Sit on utility weight bench with barbell. Position barbell overhead with narrow overhand grip.

Execution

Lower barbell behind upper shoulders by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise barbell overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.
"
BackGeneral/LVAlternatingSeatedUnderhandRowH,Lever Alternating Underhand Seated Row (plate loaded),Pull,"
;Back, General;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull one lever back until elbow is behind back and shoulder is pulled back. Return until arm is extended and shoulder is stretched forward. Repeat with opposite arm, alternating between sides.

Comments

Seat or grip should be adjusted to allow wrists to follow elbows.
"
BackGeneral/LVWideLowGripSeatedRowH,Lever Wide Grip Seated Row (plate loaded),Pull,"
;Back, General ;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
",,"
;Biceps Brachii;
;Triceps, Long Head ;
",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull levers back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.

Comments

Seat or grip should be adjusted to allow wrists to follow elbows. When completing pull, lift chest slightly and pull shoulder blades together while keeping lower chest on pad. Let shoulders roll forward when arms extend.
"
Infraspinatus/LVExternalRotation,Lever Shoulder External Rotation,Pull,"
;Infraspinatus;
","
;Teres Minor;
;Deltoid, Posterior;
","
;Trapezius, Lower;
;Wrist Extensors;
",,,"Preparation

Place elbow on forearm pad and grasp handle with upper arm to side of body and forearm against body.

Execution

Pull lever away from body. Return and repeat. Adjust lever to opposite side and repeat with other arm.
"
LatissimusDorsi/LVFrontPulldown,Lever Front Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp lever handles. Sit with thighs under supports.

Execution

Pull down lever to upper chest. Return until arms and shoulders are fully extended. Repeat.
"
Sternocleidomastoid/BWFrontNeckBridge,Front Neck Bridge,Push,"
;Sternocleidomastoid;
","
;Splenius;
;Trapezius, Upper;
;Levator Scapulae;
;Erector Spinae, Cervicis & Capitis Fibers ;
","
;Quadriceps;
;Erector Spinae;
;Rectus Abdominis;
;Obliques;
;Iliopsoas;
;Tensor Fasciae Latae ;
;Sartorius;
;Gastrocnemius;
;Soleus;
",,,"Preparation

Kneel on all fours on well cushioned mat. Place head on mat between hands. Rise and straighten knees. Fold hands behind low back or hips.

Execution

Roll back onto forehead until nose touches mat. Roll forward onto top of head until chin touches upper chest. Repeat.

Comments

Exercise involves neck flexors as well as neck extensors. See controversial exercises.
"
Splenius/CBNeckExtBelt,Cable Neck Extension (with belt),Pull,"
;Splenius;
","
;Trapezius, Upper;
;Levator Scapulae;
;Erector Spinae, Cervicis & Capitis Fibers;
;Sternocleidomastoid, Posterior Fibers;
","
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Latissimus Dorsi;
;Rhomboids;
;Triceps Brachii;
;Erector Spinae;
;Gluteus Maximus;
",,"
;Rectus Abdominis;
;Obliques;
","Preparation

Sit on bench facing low pulley. Attach belt on low pulley cable by attaching carabiner on belt buckle. Place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close to forehead. Place other hand or forearm on lower thighs for support.

Execution

Pull head up and back by hyperextending neck. Return by bending neck forward until chin touches upper chest. Repeat.
"
Triceps/LVTriExt,Lever Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Pectoralis Major, Sternal;
;Deltoid, Posterior;
;Latissimus Dorsi;
;Teres Major;
;Pectoralis Minor;
;Trapezius, Lower;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;
",,,"Preparation

Sit on seat. Grasp handles and place back of upper arms parallel on padding with elbows approximately in line with lever's fulcrum.

Execution

Push lever down until arms are fully extended. Return until forearms contact upper arms. Repeat.

Comments

With heavy resistance, back pad will need to be adjusted to keep torso close to arm pad. Adjust seat height, so back of upper arms rest on padding. If seat is too high, shoulder will need to rise near end of extension to complete final range of motion since forearms will make contact with pad before lockout. If seat is too low, range of motion will be compromised because elbows will not be completely flexed at beginning of movement.
"
Splenius/WtLyingNeckExtension,Weighted Lying Neck Extension,Pull,"
;Splenius;
","
;Trapezius, Upper;
;Levator Scapulae;
;Erector Spinae, Cervicis & Capitis Fibers;
;Sternocleidomastoid, Posterior Fibers;
","
;No significant stabilizers ;
",,,"Preparation

Lie prone on bench with head extended off of end and folded towel and weight plate(s) on floor. With both hands, place plate(s) on back of head with towel placed in between for comfort.

Execution

Move head up by hyperextending neck up as high as possible. Return by bending neck down until chin touches upper chest. Repeat.
"
BackGeneral/CBStandingTwistingHighRow,Cable Twisting Standing High Row,Pull,"
;Back, General;
","
;Hip External Rotators;
;Gluteus maximus;
;Gluteus medius;
;Gluteus minimus;
","
;Erector Spinae;
","
;Biceps Brachii;
;Triceps, Long Head;
","
;Rectus Abdominis;
","Preparation

Stand facing high pulley positioned slightly above head level. Grasp stirrup with one hand and step back so arm is straight. With leg of opposite side as loaded arm, plant forefoot far back on floor. Slightly bend knee of forward leg, same direction as foot. Allow shoulder with stirrup to be pulled forward with twist through waist.

Execution

Pull cable attachment to side of torso and rotate body toward side of pulling arm. Pull shoulder back and push chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.

Comments

In standing position, both spinal rotation and hip rotation contribute to body's rotation. Because rear leg is only supported by forefoot, hip of forward leg is utilized (hip internal rotation / transverse adduction) much greater than hip of rear leg since forward leg offers more secured base of support.

Opposite Stance

With the legs in opposite stance, body will be turned more away from cable resulting in slight difference of muscle involvement throughout movement.

During movement:


less spinal rotation
more hip external rotators / transverse abduction (forward/opposite side hip)
less hip internal rotators / transverse adduction (rear/same side hip)



Near end of pull:

less shoulder extension
more shoulder abduction


"
TrapeziusUpper/BWInvertedShrugRings,Suspended Inverted Shrug,Pull,"
;Trapezius, Upper;
","
;Trapezius, Middle;
;Levator Scapulae;
",,,,"Preparation

Grasp gymnastics rings, one in each hand. Sit on mat between parallel bars. Kick legs up inverting and balancing body upside down.

Execution

Raise body up a high as possible by pulling shoulders toward ears. Lower body to original position and repeat.
"
Triceps/BWCloseGripDeclinePushup,Close Grip Decline Pushup,Push,"
;Triceps Brachii;
","
;Pectoralis Major, Clavicular;
;Pectoralis Major, Sternal;
;Deltoid, Anterior;
","
;Rectus Abdominis;
;Obliques;
;Quadriceps;
","
;Biceps Brachii, Short Head;
",,"Preparation

Kneel on floor with bench or elevation behind body. Position hands on floor with hands under shoulders or slightly narrower. Place forefeet on bench or elevation. Raise body in plank position with body straight and arms extended.

Execution

Keeping body straight, lower upper body to floor by bending arms. To allow for full descent, pull head back slightly without arching back. Push body up until arms are extended. Repeat.

Comments

Both upper and lower body must be kept straight throughout movement. Range of motion will be compromised if neck is protracted. Very high elevations may not involve sternal head of pectoralis major.
"
TrapeziusUpper/SMShrug,Smith Shrug,Pull,"
;Trapezius, Upper;
","
;Trapezius, Middle;
;Levator Scapulae;
","
;Erector Spinae;
",,,"Preparation

Stand grasping smith bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
LatissimusDorsi/CBAlternatingPulldown,Cable Alternating Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp stirrups in each hand. Sit with thighs under supports.

Execution

Pull down one cable attachment to front side shoulder. Return until arm and shoulder are fully extended. Repeat with opposite arm, alternating between sides.
"
LatissimusDorsi/BBPullover,Barbell Pullover,Pull,"
;Latissimus Dorsi;
","
;Pectoralis Major, Sternal;
;Triceps, Long Head;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Pectoralis Minor;
","
;Triceps Brachii;
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Wrist Flexors;
",,,"Preparation

Lie upper back perpendicular on bench. Flex hips slightly. Grasp barbell from behind and position over chest with elbows bent slightly.

Execution

With elbows bent slightly, lower bar over and beyond head until shoulders are fully flexed or upper arms are approximately parallel to torso. Return and repeat.
"
Infraspinatus/LVShoulderExternalRotationPL,Lever Shoulder External Rotation (plate loaded),Pull,"
;Teres Minor;
","
;Infraspinatus;
;Deltoid, Posterior;
;Supraspinatus;
","
;Serratus Anterior;
",,,"Preparation

Lie supine on section of bench nearest pads to each side. Position body so shoulders and elbows are aligned to fulcrum on each side. Place wrists or back of hands on under upper set of pads to each side.

Execution

Pull both lever arms back and down as far as possible to each side of head by simultaneously rotating upper arms. Lower lever arms to original position and repeat.
"
DeltoidLateral/CBYRaise,Cable Y Raise,Pull,"
;Deltoid, Lateral;
","
;Supraspinatus;
;Teres Minor;
;Infraspinatus;
;Trapezius, Lower;
;Trapezius, Middle;
;Serratus Anterior, Inferior Digitations;
;Deltoid, Anterior;
;Deltoid, Posterior;
","
;Trapezius, Upper;
;Levator Scapulae;
;Wrist Extensors;
;Erector Spinae;
;Gluteus Maximus;
;Hamstrings;
",,,"Preparation

Stand facing between low pulleys medium width apart, grasp left stirrup with right hand and right stirrup with left hand. Step back slightly away from pulleys and stand upright with cables crossed in front of hips.

Execution

With elbows slightly bent, raise arms upward and outward to sides in Y configuration until elbows are approximately lateral to each ear. Lower stirrups forward and downward in reverse pattern. Repeat.

Comments

Maintain fixed slightly bent elbow position throughout exercise. Stirrup is raised by combining shoulder abduction and flexion. Slight shoulder external rotation may occur with elbows bent. Front Deltoid assists shoulder flexion if upper arm angle is slightly   high. Rear Deltoid assists shoulder horizontal abduction if upper arm angle is slightly low. Also see Cable Seated Y Raise on dual pulley Cable Row machine.
"
DeltoidAnterior/CBFrontRaiseRope,Cable One Arm Front Raise (with rope),Push,"
;Deltoid, Anterior;
","
;Pectoralis Major, Clavicular;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior, Inferior Digitations;
","
;Trapezius, Upper;
;Levator Scapulae;
;Flexor Carpi Radialis;
;Extensor Carpi Radialis;
",,,"Preparation

Grasp end of Triceps Rope Cable attachment with one hand so that protruding end is in contact with side of hand (thumb and index finger). Stand away from   pulley with arm back at side and elbow straight.

Execution

Raise stirrup forward and upward until arm is well above horizontal or cable makes contact with underside of upper arm. Lower and repeat. Repeat with opposite arm.

Comments

Height of movement may depend on range of motion or when cable makes contact with underside of forearm. Raise should be limited to height achieved just before tightness is felt within shoulder capsule. Alternatively, height just above horizontal may be considered adequate. However, thumbs up position with external rotation of the shoulder (AKA: 'Open Can') as compared to palms down position with shoulder internal rotation may increase range of motion of shoulder flexion before subacromial impingement is experienced. This positioning also decreases Lateral Deltoid involvement while increasing Clavicular Pectoralis activation.
"
Triceps/CBPushdownSupport,Cable Pushdown (with back support),Push,"
;Triceps Brachii;
","
;None ;
","
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
;Trapezius, Lower;
;Rectus Abdominis;
;Obliques;
;Wrist Flexors;


;
",,"
;Erector Spinae;
","Preparation

Place back against vertical back support. Grasp cable attachment from high pulley with narrow overhand grip. Position elbows to side.

Execution

Extend arms down. Return until forearm is close to upper arm. Repeat.
"
Triceps/BWTriDipBenches,Triceps Dip (between benches),Push,"
;Triceps Brachii;
","
;Deltoid, Anterior;
;Pectoralis Major, Sternal;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
","
;Trapezius, Lower;
","
;Biceps Brachii;
",,"Preparation

Stand between ends of two benches. Place hands on ends of benches with fingers off end of benches. Grip should be somewhat narrow. Position feet out in front with legs straight, heels on floor, and torso upright.

Execution

Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.
"
DeltoidPosterior/DBLyingRearLateralRaise,Dumbbell Lying Rear Lateral Raise,Pull,"
;Deltoid, Posterior;
","
;Infraspinatus;
;Teres Minor;
;Deltoid, Lateral;
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
","
;Triceps Brachii;
;Wrist Extensors;
",,,"Preparation

Lie chest down on elevated bench. Grasp dumbbells below to each side.

Execution

Raise upper arms to sides until elbows are shoulder height. Maintain upper arms perpendicular to torso and fixed elbow position (10° to 30° angle) throughout exercise. Maintain height of elbows above wrists by raising ""pinkie"" side up. Lower and repeat.

Comments

Dumbbells are raised by shoulder transverse abduction, not external rotation, nor extension. Upper arm should travel in perpendicular path to torso to minimize latissimus dorsi involvement. Upper arm should travel in perpendicular path to torso to minimize latissimus dorsi involvement. Bench should be high enough to prevent dumbbells from hitting floor and close to horizontal. Exercise can also be performed on Lying Rear Delt Apparatus or on Incline Bench adjusted to height close to horizontal yet high enough to permit full range of motion at lowest range of motion. Lying at 45° is not sufficient angle to target rear deltoids. Also see Rear Lateral Raise Errors.
"
LatissimusDorsi/ASNeutralGripPullupFootBand,Band-assisted Neutral Grip Pull-up,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grab each side of hanging exercise band with both hands. Stretch exercise band down and step onto bottom inside of band with one foot. Stretch band down further by extending leg straight down. Reach up and grasp bar with neutral grip while keeping banded leg straight.

Execution

Pull body up until neck reaches height of hands. Lower body until arms and shoulders are fully extended. Repeat.
"
Sternocleidomastoid/WtLyingNeckFlexion,Weighted Lying Neck Flexion,Pull,"
;Sternocleidomastoid;
","
;None ;
","
;Rectus Abdominis;
;Obliques;
",,,"Preparation

Place folded towel on weight plate(s). Lie supine on bench, head extending off of end of bench. Place plates on forehead with towel placed in between for comfort.

Execution

Move head up by flexing neck until chin touches upper chest. Return by hyperextending neck and repeat.
"
Supraspinatus/DBFullCanLateralRaise,Dumbbell Full Can Lateral Raise,Pull,"
;Supraspinatus;
","
;Deltoid, Lateral;
;Deltoid, Anterior;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior;
","
;Trapezius, Upper;
;Wrist Extensors;
",,,"Preparation

Grasp dumbbells with each hand with palms facing forward.

Execution

Raise arms to side with thumb side up. Lower and repeat.
"
WristFlexors/LVWristCurl,Lever Wrist Curl,Pull,"
;Wrist Flexors;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Grasp bar with underhand grip to each side. Place forearms on arm pads.

Execution

Raise handles up until wrist is fully flexed. Lower handles until wrists are full hyperextended. Repeat.
"
LatissimusDorsi/CBAlternatingStandingPulldown,Cable Alternating Standing Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Biceps Brachii;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Minor;
",,"
;Triceps, Long Head;
",,"Preparation

Grasp stirrups in each hand. Lean forward and step back with one foot so stance is staggered. Position hands with underhand or neutral grip.

Execution

Pull down one cable attachment to front of shoulder. Return until arm and shoulder are fully extended. Repeat movement with opposite arm, alternating between sides.
"
Triceps/DBLyingTriExt,Dumbbell Lying Triceps Extension,Push,"
;Triceps Brachii;
","
;None ;
","
;Deltoid, Anterior;
;Pectoralis Major, Clavicular;
;Pectoralis Major, Sternal;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Extensor Carpi Ulnaris;
;Flexor Carpi Ulnaris;
",,,"Preparation

Lie on bench and position dumbbells over head with arms extended.

Execution

Lower dumbbells by bending elbow until they are to sides of head. Extend arm. Repeat.
"
WristExtensors/LVRadialFlexion,Lever Radial Deviation,Pull,"
;Extensor Carpi Radialis;
;Flexor Carpi Radialis;
","
;None ;
","
;No significant stabilizers ;
",,,"Preparation

Rotate handle under and over so handle is in slightly upward position toward head. Grasp handle with thumb ups grip so thumb side of fist is pulled away under resistance.

Execution

Bend wrist so thumb side of fist is pulled up. Return to starting position and repeat.
"
Brachioradialis/CBHammerCurl,Cable Hammer Curl,Pull,"
;Brachioradialis;
","
;Brachialis;
;Biceps Brachii;
","
;Deltoid, Anterior;
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Flexor Carpi Radialis;
;Extensor Carpi Radialis;
",,,"Preparation

Grasp cable rope with palms facing inward. Stand upright with arms straight down to sides.

Execution

With elbows to side, raise rope forward and upward with both arms until forearms are vertical. Lower until arms are fully extended. Repeat.

Comments

When elbows are fully flexed, they can travel forward slightly, allowing forearms to be no more than vertical. This additional movement allows for relative release of tension in muscles between repetitions.
"
BackGeneral/LVTBarRow,Lever T-bar Row (plate loaded),unspecified,"
;General, Back;
","
;Trapezius, Middle;
;Trapezius, Lower;
;Rhomboids;
;Latissimus Dorsi;
;Teres Major;
;Deltoid, Posterior;
;Infraspinatus;
;Teres Minor;
;Brachialis;
;Brachioradialis;
;Pectoralis Major, Sternal ;
","
;Erector Spinae;
;Hamstrings;
;Gluteus Maximus;
;Adductor Magnus;
;Quadriceps;
","
;Biceps Brachii;
;Triceps, Long Head ;
","
;Rectus Abdominis;
;Obliques;
","Preparation


Bend knees slightly and bend over lever handles with back straight. Grasp lever handles with shoulder width to wide overhand grip.


Execution


Pull lever up to torso. Return until arms are extended and shoulders are stretched downward. Repeat.


Comments

Keep low back straight. Lighten load if torso raises beyond 45 degrees in order to complete repetition. See Gravity Vectors to understand how load would be decreased by positioning torso too high. Also see close grip form.

"
LatissimusDorsi/LVCloseGripPulldown,Lever Close Grip Pulldown,Pull,"
;Latissimus Dorsi;
","
;Brachialis;
;Brachioradialis;
;Teres Major;
;Deltoid, Posterior;
;Rhomboids;
;Levator Scapulae;
;Trapezius, Lower;
;Trapezius, Middle;
;Pectoralis Major, Sternal;
;Pectoralis Minor;
",,"
;Biceps Brachii;
;Triceps, Long Head;
",,"Preparation

Grasp parallel lever bars. Sit with thighs under supports.

Execution

Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.
"
Brachialis/DBProneInclineCurl,Dumbbell Prone Incline Curl,Pull,"
;Brachialis;
","
;Biceps Brachii;
;Brachioradialis;
","
;Wrist Flexors;
;Trapezius, Middle;
;Rhomboids;
",,,"Preparation

Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. From elevated platform or partner, grasp dumbbell and position palms forward.

Execution

Raise dumbbells until arms are flexed. Lower dumbbells until arms are fully extended. Repeat.

Comments

Alternatively, knees can also be placed on seat. The long head (lateral head) of Biceps Brachii is activated significantly more than short head (medial head) of Biceps Brachii since short head enters into active insufficiency as it continues to contract. Also known as Dumbbell Spider Curl.
"
Biceps/BBDragCurl,Barbell Drag Curl,Pull,"
;Biceps Brachii;
","
;Brachialis;
;Brachioradialis;
;Deltoid, Posterior;
;Deltoid, Anterior;
","
;Trapezius, Upper;
;Trapezius, Middle;
;Levator Scapulae;
;Wrist Flexors;
",,,"Preparation

Grasp bar with shoulder width underhand grip.

Execution

Raise barbell straight up so elbows travel back as elbows flex. Follow contour of hips and waist. As elbows continues to flex, begin bringing elbows forward when forearms rises past horizontal position. Continue upward over chest until forearms are perpendicular. Lower until arms are fully extended. Repeat.

Comments

Bringing elbows back forward, allowing forearms to be no more than vertical, permits a relative release of tension in muscles between repetitions. Exercise can also be performed with EZ barbell, in which case, making it also known as EZ Barbell or EZ Bar Drag Curl. Also see standard Barbell Curl. Also see side view.
"
Supraspinatus/CBSeatedFrontLateralRaise,Cable Seated Front Lateral Raise,Pull,"
;Supraspinatus;
","
;Deltoid, Lateral;
;Deltoid, Anterior;
;Trapezius, Middle;
;Trapezius, Lower;
;Serratus Anterior;
","
;Trapezius, Upper;
;Wrist Extensors;
",,,"Preparation

Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms nearly straight down to each side. Internally rotate shoulders so elbows point out to sides.

Execution

With elbows straight or slightly bent, raise upper arm away from low pulley to side, slightly to front (30° to 45°) until upper arm is shoulder height or slightly higher. Lower and repeat.
"
