id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
WristFlexors/CBWristCurl,Cable Wrist Curl,Pull,Wrist Flexors,,No significant stabilizers,,,"Preparation

Sit and grasp cable bar with narrow to shoulder width underhand grip. Rest forearms on thighs with wrists just beyond knees.

Execution

Allow cable bar to roll out of palms down to fingers. Raise cable bar back up by gripping and pointing knuckles up as high as possible. Lower and repeat.
"
Splenius/CBNeckExtBelt,Cable Neck Extension (with belt),Pull,Splenius,"Trapezius, Upper;Levator Scapulae;Erector Spinae, Cervicis & Capitis Fibers;Sternocleidomastoid, Posterior Fibers","Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Latissimus Dorsi;Rhomboids;Triceps Brachii;Erector Spinae;Gluteus Maximus",,Rectus Abdominis;Obliques,"Preparation

Sit on bench facing low pulley. Attach belt on low pulley cable by attaching carabiner on belt buckle. Place head in belt loop. With belt above ears, clamp belt snugly around head by tightly gripping ends close to forehead. Place other hand or forearm on lower thighs for support.

Execution

Pull head up and back by hyperextending neck. Return by bending neck forward until chin touches upper chest. Repeat.

Comments

Use neck to pull belt rather than allowing hand to assist. Keep clinched grip on belt against forehead throughout movement. Woven cotton or cloth belts tend to slip less, particularly on bald head. If belt slips from head, place small towel between belt and head.
"
LatissimusDorsi/LVCloseGripPulldown,Lever Close Grip Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp parallel lever bars. Sit with thighs under supports.

Execution

Pull down handles to sides of chest while leaning back slightly. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidPosterior/BBRearDeltRow,Barbell Rear Delt Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus;Quadriceps,Biceps Brachii,,"Preparation

Bend knees slightly and bend over bar with back straight, approximately horizontal. Grasp bar with wide overhand grip.

Execution

Keeping upper arm perpendicular to torso, pull barbell up toward upper chest until upper arms are just beyond horizontal. Return and repeat.

Comments

If upper arm travels closer than perpendicular to trunk, latissimus dorsi becomes involved. Elbows should be raised directly lateral to shoulders. Positioning torso at 45° is not sufficient angle to target rear deltoids. Keep torso bent over approximately horizontal. Knees are bent in effort to keep low back straight (See Hamstring Inflexibility).
"
Triceps/ASTricepsDipSelf,Self-assisted Triceps Dip,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Stand on bench or elevation between parallel bars. Mount shoulder width dip bar, arms straight with shoulders above hands. Bend knees and place toes on bench or elevation behind and below body.

Execution

Lower body by bending arms back. If necessary, use minimal assistance of lower body to control descent, allowing knees to bend, keeping toes in contact with bench or elevation. When slight stretch is felt in chest or shoulders push body up until arms are straight. Repeat with minimal assistance from legs.
"
LatissimusDorsi/BWPullup,Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Step up and grasp bar with overhand wide grip.

Execution

Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.

Comments

Range of motion will be compromised if grip is too wide.

Easier

To decrease difficulty, use assisted version of this exercise.

Partner-assistedSelf-assistedMachine AssistedBand-assisted
"
DeltoidLateral/LVLateralRaise,Lever Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae",,,"Preparation

Sit in machine. Situate bent arms between padded lever and sides of body. Grasp handles if available.

Execution

Raise arms to sides until upper arms are horizontal. Return and repeat.
"
Brachioradialis/BBReversePreacherCurl,Barbell Reverse Preacher Curl,Pull,Brachioradialis,Brachialis;Biceps Brachii,Wrist Extensors,,,"Preparation

Sit on preacher bench placing back of arms on pad. Grasp curl bar with shoulder width overhand grip.

Execution

Raise bar until forearms are vertical. Lower barbell until arm is fully extended. Repeat.
"
Infraspinatus/DBUprightExternalRotationSupport,Dumbbell Upright Shoulder External Rotation (with support),Pull,Teres Minor,"Infraspinatus;Deltoid, Posterior;Supraspinatus",Serratus Anterior;Wrist Extensors,,,"Preparation

Stand or sit with side against chest height platform. With dumbbell in hand, position upper arm horizontally on platform, elbow bent so forearm is upright.

Execution

Lower dumbbell forward by rotating shoulder. Return and repeat. Continue with opposite arm.
"
DeltoidLateral/DBOneArmUprightRow,Dumbbell One Arm Upright Row,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Grasp dumbbells with palms facing front of thighs. Position other hand for support.

Execution

Pull dumbbell to front of shoulder with elbow leading. Allow wrist to flex as dumbbell rises upward. Lower and repeat. Continue with opposite arm.
"
DeltoidAnterior/CBAlternatingSeatedFrontRaise,Cable Alternating Seated Front Raise,Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Sit on seat above twin cable pulleys. Grasp stirrups on each side. Sit upright with arms straight down to each side with palms facing back.

Execution

Raise one stirrup forward and upward until upper arm is well above horizontal. Lower and repeat with opposite arm. Continue by alternating raises between sides.
"
BackGeneral/CBInclineRow,Cable Incline Row,Pull,"Back, General","Erector Spinae;Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on incline and place feet on lower bar, or foot platform. Slide hips down by bending knees. Bend over and grasp cable attachment. Slide hips back, positioning knees with slight bend.

Execution

Pull cable attachment to waist while straightening back upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.

Comments

Begin with light weight and add additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See Cable Seated Row Question. Also see Cable Straight Back Incline Row and Dangerous Exercise Essay.
"
Sternocleidomastoid/WtNeckLateralFlex,Weighted Lateral Neck Flexion,Pull,Sternocleidomastoid,"Splenius;Erector Spinae;Levator Scapulae;Trapezius, Upper",,,,"Preparation

Place folded towel on weight plate. Lie on bench on side with knees and hips bent and arm hanging over edge. Position weight and towel on side of upper head. Hold weight on side of head with hand of upper arm. Place hand of lower arm on floor for support.

Execution

Move head up to side by laterally flexing neck. Lower head to opposite side and repeat. Lie on other side and continue.
"
DeltoidAnterior/CBFrontRaiseRope,Cable One Arm Front Raise (with rope),Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp end of Triceps Rope Cable attachment with one hand so that protruding end is in contact with side of hand (thumb and index finger). Stand away from pulley with arm back at side and elbow straight.

Execution

Raise stirrup forward and upward until arm is well above horizontal or cable makes contact with underside of upper arm. Lower and repeat. Repeat with opposite arm.
"
Brachialis/DBProneInclineCurl,Dumbbell Prone Incline Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,"Wrist Flexors;Trapezius, Middle;Rhomboids",,,"Preparation

Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. From elevated platform or partner, grasp dumbbell and position palms forward.

Execution

Raise dumbbells until arms are flexed. Lower dumbbells until arms are fully extended. Repeat.
"
Splenius/WtNeckHarnessExt,Weighted Neck Harness Extension,Pull,Splenius,"Trapezius, Upper;Levator Scapulae;Erector Spinae, Cervicis & Capitis Fibers;Sternocleidomastoid, Posterior Fibers",No significant stabilizers,,,"Preparation

Sit on bench with weighted neck harness on head. Allow weight to dangle in front by bending over.

Execution

Move head up by hyperextending neck. Return by bending neck down until chin touches upper chest. Repeat.
"
Triceps/CBBentoverTriExt,Cable Bent-over Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Wrist Flexors;Rectus Abdominis;Obliques",,Erector Spinae,"Preparation

Grasp cable bar from medium high pulley with narrow or shoulder width overhand grip. Turn body away from pulley apparatus and position turned cable bar behind neck. Bend over downward with cable bar positioned behind neck, gripped at each side. Lunge forward with one leg. Allow elbows to be pulled back under cable resistance.

Execution

Extend forearms forward until elbows are straight. Allow cable bar to return back over neck. Repeat.
"
DeltoidPosterior/CBStandingRearDeltRowStirrups,Cable Standing Rear Delt Row (stirrups),Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",Erector Spinae,Biceps Brachii,,"Preparation

Stand facing twin pulley cables positioned shoulder height. Grasp stirrup cable attachment in each hand. Step back with one foot so arms and shoulders are positioned straight forward with cable taut. Point elbows outward.

Execution

Pull stirrups out to sides, keeping elbows at shoulder height until elbows travel slightly behind back. Allow wrists to follow elbows. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
"
DeltoidLateral/DBOneArmLateralRaise,Dumbbell One Arm Lateral Raise,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae;Wrist Extensors",,,"Preparation

Position dumbbell in front of pelvis with elbow slightly bent. Grasp stationary object with other hand for support. Bend over with hips and knees bent slightly.

Execution

Raise upper arm to side until slightly bent elbow is shoulder height while maintaining elbow's height above or equal to wrist. Lower and repeat.
"
Triceps/WtPushup,Weighted Close Grip Push-up,Push,Triceps Brachii,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Deltoid, Anterior",Rectus Abdominis;Obliques;Quadriceps,"Biceps Brachii, Short Head",,"Preparation

Lie prone on floor with hands under shoulders or slightly narrower. Position body up off floor with extended arms and body straight. Partner can place weight plate(s) on back if needed.

Execution

Keeping body straight, lower body to floor by bending arms. Push body up until arms are extended. Repeat.
"
Splenius/LVNeckExt,Lever Neck Extension,Pull,Splenius,"Trapezius, Upper;Levator Scapulae;Erector Spinae, Cervicis & Capitis Fibers;Sternocleidomastoid, Posterior Fibers","Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Serratus Anterior;Deltoid, Anterior;Triceps Brachii",,,"Preparation

Sit on seat in machine. Place back of head under padded lever. Position body so neck is in line with lever axis. Grasp handles for support.

Execution

Move head back by hyperextending neck. Return by bending neck forward until chin touches upper chest. Repeat.

Comments


"
BackGeneral/LVSeatedUnderhandRowS,Lever Underhand Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Grasp lever handles with underhand grip.

Execution

Pull lever handles back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.
"
LatissimusDorsi/CBCloseGripPulldownStirrups,Cable Close Grip Pulldown (stirrups),Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp stirrups in each hand. Sit with thighs under supports.

Execution

Pull down cable attachments to sides of chest. Return until arms and shoulders are fully extended. Repeat.
"
DeltoidAnterior/CBBarShoulderPress,Cable Bar Shoulder Press,Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Stand facing cable bar mounted on each side to upper waist height narrow double pulley cables. Grasp cable bar with wide overhand grip and position upper chest height. Stand directly between both cable pulleys with one foot forward and other foot back.

Execution

Press cable bar upward until arms are extended overhead. Return to upper chest and repeat.
"
WristFlexors/DBUlnarFlexion,Dumbbell Ulnar Deviation,Pull,Flexor Carpi Ulnaris;Extensor Carpi Ulnaris,,No significant stabilizers,,,"Preparation

Grasp half loaded dumbbell with plate on pinkie side. Position arm down to side.

Execution

Bend wrist so weighted side is pulled upward. Lower until weighted side is pointing downward. Repeat.
"
Triceps/BWTriDipBenchesBentKnees,Triceps Dip (bent knees between benches),Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Stand between ends of two benches. Place hands on ends of benches with fingers off ends of benches. Grip should be somewhat narrow. Position feet in front with legs bent and torso upright.

Execution

Lower body by bending arms, allowing elbows to point back. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.

Comments

In above clip, hands are positioned at ends of main segments of benches with fingers between gaps. On standard benches, hands should be placed near ends of benches. Perform on higher benches if slight stretch is not felt. Also see Bench Dip (bent knee) and Chest Dip (bent knees between benches).
"
DeltoidLateral/CBOneArmUprightRow,Cable One Arm Upright Row,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Grasp stirrup on low pulley with overhand grip. Stand with side of arm with stirup away from pulley machine, arm against front of body. Place other hand on ballet bar or side of pulley column for support.

Execution

Pull stirup to front side of shoulder with elbow leading. Allow wrist to flex as stirrup is lifted. Lower and repeat.
"
LatissimusDorsi/CBParallelGripChinup,Cable Parallel Grip Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Place dip belt around waist. Kneel as close as possible to low pulley or lever and attach hook to dip belt in front between legs. Step up and grasp parallel bars with hands facing inward. Lift legs off of steps or floor.

Execution

Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.

Comments

This particular apparatus could arguably be referred to as lever machine since dip belt attaches to lever arm, although relatively free movement between lever and dip belt offers qualities similar to cable machine. If weight bottoms out at bottom of movement, attach cable on chain links nearer ends of dip belt.
"
DeltoidLateral/LVLateralRaiseH,Lever Lateral Raise (plate loaded),Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae",,,"Preparation

Sit in machine. Situate bent arms between padded lever and sides of body.

Execution

Raise arms to sides until upper arms are horizontal. Return and repeat.
"
Sternocleidomastoid/WtLyingNeckFlexion,Weighted Lying Neck Flexion,Pull,Sternocleidomastoid,,Rectus Abdominis;Obliques,,,"Preparation

Place folded towel on weight plate(s). Lie supine on bench, head extending off of end of bench. Place plates on forehead with towel placed in between for comfort.

Execution

Move head up by flexing neck until chin touches upper chest. Return by hyperextending neck and repeat.
"
LatissimusDorsi/AsUnderhandChinupPartner,Partner-assisted Chin-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp bar with underhand shoulder width grip. Bend knees so partner can assist from behind.

Execution

Pull body up until elbows are to sides or chin is just above bar. Lower body until arms and shoulders are fully extended. Repeat.
"
Subscapularis/CBInternalRotation,Cable Seated Shoulder Internal Rotation,Pull,Subscapularis,"Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Latissimus Dorsi;Teres Major;Deltoid, Anterior",Pectoralis Minor;Rhomboids;Levator Scapulae;Wrist Flexors,,,"Preparation

Sit with side to low pulley. Grasp cable stirrup with near arm. Position elbow against side with elbow bent approximately 90°.

Execution

Pull cable stirrup toward body by internally rotating shoulder until forearm is across belly. Return and repeat. Continue with opposite arm.
"
TrapeziusUpper/BBShrug,Barbell Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand holding barbell with overhand or mixed grip; shoulder width or slightly wider.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
Brachioradialis/CBReverseCurl,Cable Reverse Curl,Pull,Brachioradialis,Brachialis;Biceps Brachii,"Deltoid, Anterior;Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Wrist Extensors",,,"Preparation

Grasp cable bar with shoulder width overhand grip.

Execution

With elbows to side, raise bar until forearms are vertical. Lower until arms are fully extended. Repeat.
"
Infraspinatus/CBSeatedExternalRotation,Cable Seated Shoulder External Rotation,Pull,Infraspinatus,"Teres Minor;Deltoid, Posterior","Rhomboids;Trapezius, Lower;Deltoid, Lateral;Wrist Extensors",,,"Preparation

Sit with side to low pulley. Grasp dumbbell cable attachment with far arm. Position elbow against side and forearm across belly.

Execution

Pull cable attachment away from body by externally rotating shoulder. Return and repeat. Turn around and continue with opposite arm.
"
DeltoidPosterior/CBRearDeltRow,Cable Rear Delt Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",Erector Spinae;Hamstrings;Gluteus Maximus;Adductor Magnus,Biceps Brachii,,"Preparation

Sit slightly forward on bench or platform in order to grasp cable bar attachment. With elbow width overhand grip, straighten torso upright and slide hips back until knees are only slightly bent.

Execution

Pull cable attachment toward upper chest, just below neck, with elbows up out to sides until elbows travel slightly behind back. Keep upper arms horizontal, perpendicular to trunk. Return until arms are extended and shoulders are stretched forward. Repeat.
"
Pronators/LVPronation,Lever Standing Forearm Pronation,Push,Pronators,,No significant stabilizers,,,"Preparation

Grasp open handle at end of shaft with underhand grip.

Execution

Rotate shaft by turning palm downward. Return and repeat.
"
BackGeneral/CBSeatedRow,Cable Seated Row,Pull,"Back, General","Erector Spinae;Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit slightly forward on seat or bench in order to grasp cable attachment. Place feet on vertical platform. Slide hips back positioning knees with slight bend.

Execution

Pull cable attachment to waist while straightening lower back. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.

Comments

Begin with light weight and add additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. See exercise performed with Dual Pulley and related exercise Cable Straight Back Seated Row. Also see Cable Seated Row Question and Dangerous Exercise Essay.
"
DeltoidAnterior/LVBehindNeckPressH,Lever Behind Neck Press (plate loaded),Push,"Deltoid, Anterior","Deltoid, Lateral;Supraspinatus;Triceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head",,"Preparation

Sit back on seat. Grasp lever bars to each side with overhand grip.

Execution

Press levers upward until arms are extended overhead. Lower and repeat.
"
WristFlexors/LVRollerUlnarFlexion,Lever Roller Ulnar Deviation,Pull,Flexor Carpi Ulnaris;Extensor Carpi Ulnaris,,No significant stabilizers,,,"Preparation

Place hands on knobs at each end of roller.

Execution

With left hand gripping knob, relax grip of right hand and slide grip upward so fingers are more over knob (by radial deviation) and regrip. Relax grip of left hand and rotate knob with right hand so thumb travels away from body (by ulnar deviation). Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement or loosen grip slightly to control descent of weight stack.
"
LatissimusDorsi/AsChinupPartner,Partner-assisted Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Middle;Trapezius, Lower;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Step up and grasp bar with wide overhand grip. Bend knees so partner can assist from behind.

Execution

Pull body up until chin is just above bar. Lower body until arms and shoulders are fully extended. Repeat.
"
LatissimusDorsi/LVUnderhandPulldownPL,Lever Underhand Pulldown (plate loaded),Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp lever bar with underhand grip. Sit with thighs under supports.

Execution

Pull down lever handles toward sides until elbows are to sides. Return until arms and shoulders are fully extended. Repeat.
"
Triceps/DBOneArmReclinedTricepsExtension,Dumbbell One Arm Reclined Triceps Extension,Push,Triceps Brachii,,Wrist Extensors;Flexor Carpi Ulnaris,,,"Preparation

Sit on bench with dumbbell in one hand. Place other hand on bench behind body and recline back so arm supports body. Position dumbbell overhead with arm straight up.

Execution

Lower dumbbell behind neck or shoulder while maintaining upper arm's vertical position throughout exercise. Extend arm until straight. Return and repeat. Continue with opposite arm.
"
LatissimusDorsi/LVAltUnderhandPulldownS,Lever Alternating Underhand Pulldown,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Grasp lever handles with underhand grip. Sit with thighs under supports.

Execution

Pull down one lever handle to side until elbow is down to side. Return until arm and shoulder are fully extended. Repeat with opposite arm. Continue to alternate pulldown between arms.
"
Triceps/BWBenchDip,Bench Dip,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

Sit on inside of one of two benches placed parallel, slightly less than leg's length away. Place hands on edge of bench, straighten arms, slide rear end off of bench, and position heels on adjacent bench with legs straight.

Execution

Lower body by bending arms until slight stretch is felt in chest or shoulder, or rear end touches floor. Raise body and repeat.

Comments

Bench height should allow for full range of motion.
"
DeltoidPosterior/BBLyingRearDeltRow,Barbell Lying Rear Delt Row,Pull,"Deltoid, Posterior","Infraspinatus;Teres Minor;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Rhomboids;Brachialis;Brachioradialis",,Biceps Brachii,,"Preparation

Lie chest down on elevated bench. Grasp bar with wide overhand grip.

Execution

Keeping upper arm perpendicular to torso, pull barbell up toward upper chest until upper arms are just beyond parallel to floor. Return and repeat.
"
Triceps/DBReclinedTricepsExtension,Dumbbell Reclined Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Clavicular;Wrist Flexors",,,"Preparation

Sit on incline bench angled at 70° to 80° with dumbbells in each hand. Position dumbbells over each shoulder with arms straight and vertical.

Execution

Lower dumbbells behind each side of neck by flexing elbows allowing forearms to travel behind upper arms with elbows remaining overhead. Raise dumbbells overhead by extending elbows until arms are positioned straight and vertical. Lower and repeat.
"
BackGeneral/LVSeatedRow,Lever Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and position chest against pad. Push foot lever if available. Grasp narrower parallel grip handles.

Execution

Pull lever back until elbows are behind back and shoulders are pulled back. Return until arms are extended and shoulders are stretched forward. Repeat.
"
Triceps/LVTriDip2,Lever Triceps Dip,Push,Triceps Brachii,"Deltoid, Anterior;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Pectoralis Minor;Rhomboids;Levator Scapulae;Latissimus Dorsi","Trapezius, Lower",Biceps Brachii,,"Preparation

If possible, place handles in narrow position. Sit on seat with legs under pads. Grasp handles and position elbows back.

Execution

Push levers down by straightening arms downward. Allow lever bar to raise with elbows pointing back until shoulders are slightly stretched. Repeat.
"
Triceps/BBDeclineTriExt,Barbell Decline Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Wrist Flexors",,,"Preparation

Lie on decline bench with narrow overhand grip on barbell. Position barbell over shoulders with arms extended.

Execution

Lower bar by bending elbows. As bar nears head, move elbows slightly back just enough to allow bar to clear around curvature of head. Extend arms. As bar clears head, reposition elbows to its former position until arms are fully extended. Repeat.
"
DeltoidAnterior/LVMilitaryPressH,Lever Military Press (plate loaded),Push,"Deltoid, Anterior","Pectoralis Major, Clavicular;Triceps Brachii;Deltoid, Lateral;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations","Trapezius, Upper;Levator Scapulae","Triceps, Long Head;Biceps Brachii",,"Preparation

Set and grasp lever handles to each side with overhand grip.

Execution

Press lever until arms are extended upward. Lower and repeat.
"
BackGeneral/CBOneArmRow,Cable One Arm Seated Row,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Erector Spinae",Obliques;Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit slightly forward on platform or secured bench in order to grasp cable stirrup with one hand. Position hips back with knees slightly bent . Allow shoulder with stirrup to be pulled forward.

Execution

Pull cable attachment to side of torso, slightly twisting through waist. Pull shoulder back and push chest forward during contraction. Return until arm is extended and shoulder is stretched forward. Repeat. Continue with opposite arm.

Comments

It is optional to bend lower back forward during stretch and pull it upright during contraction. If low back is kept still, Erector Spinae acts as synergist muscle. Also see Cable One Arm Twisting Seated Row.
"
Triceps/DBDeclineTriExt,Dumbbell Decline Triceps Extension,Push,Triceps Brachii,,"Deltoid, Anterior;Pectoralis Major, Sternal;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Extensor Carpi Ulnaris;Flexor Carpi Ulnaris",,,"Preparation

Lie on decline bench and position dumbbells over shoulders with arms extended.

Execution

Lower dumbbells by bending elbow until they are to sides of head; dumbbells touch shoulder. Extend arm. Repeat.
"
